Date,Team,Opposition,Ground,10-Runs,10-Wkts,50-Runs,50-Wkts,Result,Above-300
20-Dec-13,Pakistan,v Sri Lanka,Dubai (DSC),43,1,284,4,0,0
18-Dec-13,Pakistan,v Sri Lanka,Sharjah,47,1,322,5,1,1
8-Dec-13,South Africa,v India,Durban,58,0,280,6,1,0
5-Dec-13,South Africa,v India,Johannesburg,53,0,358,4,1,1
30-Nov-13,Pakistan,v South Africa,Centurion,43,2,179,10,0,0
27-Nov-13,Pakistan,v South Africa,Port Elizabeth,42,2,262,10,1,0
27-Nov-13,West Indies,v India,Kanpur,39,1,263,5,0,0
24-Nov-13,Pakistan,v South Africa,Cape Town,31,0,218,9,1,0
24-Nov-13,India,v West Indies,Visakhapatnam,48,1,288,7,0,0
21-Nov-13,West Indies,v India,Kochi,63,1,211,10,0,0
16-Nov-13,Sri Lanka,v New Zealand,Dambulla,60,0,211,8,1,0
11-Nov-13,South Africa,v Pakistan,Sharjah,45,1,268,7,1,0
8-Nov-13,South Africa,v Pakistan,Abu Dhabi,45,0,266,5,1,0
6-Nov-13,South Africa,v Pakistan,Abu Dhabi,47,1,259,8,1,0
3-Nov-13,New Zealand,v Bangladesh,Fatullah,60,1,307,5,0,1
2-Nov-13,India,v Australia,Bengaluru,64,0,383,6,1,1
1-Nov-13,Pakistan,v South Africa,Dubai (DSC),40,1,209,10,1,0
31-Oct-13,Bangladesh,v New Zealand,Dhaka,36,0,247,10,1,0
30-Oct-13,South Africa,v Pakistan,Sharjah,38,2,183,10,1,0
30-Oct-13,Australia,v India,Nagpur,44,1,350,6,0,1
29-Oct-13,Bangladesh,v New Zealand,Dhaka,34,2,265,10,1,0
19-Oct-13,India,v Australia,Mohali,60,2,303,9,0,1
16-Oct-13,Australia,v India,Jaipur,46,0,359,5,0,1
13-Oct-13,Australia,v India,Pune,50,0,304,8,1,1
4-Oct-13,Kenya,v Afghanistan,Sharjah,7,2,93,10,0,0
2-Oct-13,Kenya,v Afghanistan,Sharjah,27,5,89,10,0,0
16-Sep-13,Australia,v England,Southampton,48,3,298,10,1,0
14-Sep-13,Australia,v England,Cardiff,31,2,227,10,0,0
8-Sep-13,Scotland,v Ireland,Belfast,28,1,165,10,0,0
8-Sep-13,Australia,v England,Manchester,49,1,315,7,1,1
6-Sep-13,Scotland,v Ireland,Belfast,48,2,223,9,0,0
3-Sep-13,Australia,v Scotland,Edinburgh,37,0,362,3,1,1
3-Sep-13,Ireland,v England,Dublin (Malahide),40,2,269,7,0,0
31-Aug-13,Pakistan,v Zimbabwe,Harare,37,0,260,6,1,0
29-Aug-13,Canada,v Netherlands,King City (NW),25,6,67,10,0,0
29-Aug-13,Pakistan,v Zimbabwe,Harare,45,1,299,4,1,0
27-Aug-13,Pakistan,v Zimbabwe,Harare,41,0,244,7,0,0
3-Aug-13,Zimbabwe,v India,Bulawayo,24,2,163,10,0,0
1-Aug-13,Zimbabwe,v India,Bulawayo,35,1,144,10,0,0
31-Jul-13,Sri Lanka,v South Africa,Colombo (RPS),39,1,307,4,1,1
28-Jul-13,South Africa,v Sri Lanka,Pallekele,54,1,238,10,0,0
28-Jul-13,Zimbabwe,v India,Harare,39,2,183,10,0,0
26-Jul-13,South Africa,v Sri Lanka,Pallekele,33,1,223,7,1,0
26-Jul-13,India,v Zimbabwe,Harare,44,2,294,8,1,0
24-Jul-13,West Indies,v Pakistan,Gros Islet,37,1,242,7,0,0
24-Jul-13,Zimbabwe,v India,Harare,27,0,228,7,0,0
23-Jul-13,Sri Lanka,v South Africa,Colombo (RPS),38,1,223,9,1,0
21-Jul-13,West Indies,v Pakistan,Gros Islet,36,1,261,7,0,0
20-Jul-13,Sri Lanka,v South Africa,Colombo (RPS),50,1,320,5,1,1
16-Jul-13,West Indies,v Pakistan,Providence,49,1,232,8,1,0
14-Jul-13,Pakistan,v West Indies,Providence,24,4,224,9,1,0
